,Date,PRECIP,DURATION,MAX_5,MAX_10,MAX_15,MAX_30,MAX_60,ENERGY,EI30
,MO/DA/YR,mm,hrs,mm/hr,mm/hr,mm/hr,mm/hr,mm/hr,MJ/ha,MJ*mm/ha*hr
,----------------------------------------------------------------------------------------------------------------------,,,,,,,,,
4/11/2006 20:45,4/11/2006,0.45,5,0.167,0.133,0.133,0.127,0.117,0.036,0.005
4/13/2006 4:30,4/13/2006,0.25,1,1.331,0.855,0.696,0.387,0.247,0.014,0.006
4/13/2006 22:00,4/13/2006,0.41,16,0.27,0.265,0.265,0.237,0.153,0.032,0.008
4/14/2006 21:15,4/14/2006,0.32,1.75,2.012,1.35,1.129,0.582,0.312,0.019,0.011
4/15/2006 13:15,4/15/2006,0.03,0.5,0.16,0.1,0.08,0.06,0.03,0.002,0
4/19/2006 0:30,4/19/2006,0.15,2.75,0.2,0.14,0.12,0.08,0.064,0.012,0.001
4/20/2006 20:00,4/20/2006,2.2,7.5,0.62,0.62,0.62,0.611,0.573,0.193,0.118
4/21/2006 11:30,4/21/2006,65.07,35.75,48.379,48.379,48.379,36.572,25.21,13.098,479.028
4/23/2006 11:15,4/23/2006,2.62,0.75,11.379,7.903,6.744,4.119,2.62,0.263,1.081
4/23/2006 19:30,4/23/2006,2.12,1.75,4.929,3.811,3.439,1.847,1.29,0.203,0.376
4/25/2006 1:00,4/25/2006,0.02,0.25,0.176,0.11,0.088,0.04,0.02,0.001,0
4/25/2006 20:45,4/25/2006,2.77,4.5,1.997,1.997,1.997,1.509,0.994,0.261,0.393
4/26/2006 20:00,4/26/2006,0.5,3.25,0.799,0.608,0.608,0.365,0.243,0.04,0.015
4/30/2006 0:15,4/30/2006,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
4/30/2006 20:00,4/30/2006,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
5/1/2006 21:45,5/1/2006,0.06,1.75,0.16,0.1,0.08,0.05,0.04,0.004,0
5/2/2006 21:00,5/2/2006,0.07,3.5,0.124,0.08,0.08,0.06,0.048,0.005,0
5/3/2006 21:00,5/3/2006,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
5/4/2006 20:15,5/4/2006,1.52,6.75,0.747,0.747,0.747,0.493,0.415,0.131,0.064
5/5/2006 21:00,5/5/2006,0.81,6,0.507,0.507,0.507,0.317,0.25,0.067,0.021
5/7/2006 20:00,5/7/2006,1.22,6.75,0.597,0.597,0.597,0.559,0.42,0.105,0.059
5/8/2006 9:45,5/8/2006,0.77,4.75,2.195,1.252,0.938,0.501,0.337,0.053,0.026
5/9/2006 20:45,5/9/2006,0.7,4.25,0.353,0.353,0.353,0.34,0.323,0.058,0.02
5/10/2006 20:15,5/10/2006,1.41,7.25,0.666,0.427,0.367,0.36,0.348,0.117,0.042
5/11/2006 10:00,5/11/2006,44.6,13.25,66.591,66.591,66.591,49.043,29.169,10.436,511.804
5/12/2006 20:15,5/12/2006,3.73,9.75,2.087,2.087,2.087,1.899,1.301,0.355,0.674
5/13/2006 14:30,5/13/2006,1.82,14.25,0.639,0.502,0.484,0.468,0.453,0.155,0.073
5/14/2006 19:45,5/14/2006,2.83,10.75,2.951,2.951,2.951,2.07,1.248,0.28,0.58
5/15/2006 12:30,5/15/2006,17.73,12.5,33.065,29.948,28.908,18.731,9.502,4.003,74.977
5/16/2006 21:15,5/16/2006,0.08,3.25,0.16,0.1,0.08,0.06,0.044,0.006,0
5/17/2006 14:00,5/17/2006,0.44,12.75,1.421,1.194,1.118,0.564,0.287,0.037,0.021
5/18/2006 14:00,5/18/2006,0.51,8.25,1.528,0.951,0.759,0.431,0.267,0.036,0.015
5/19/2006 4:15,5/19/2006,1.2,7.75,1.958,1.958,1.958,1.743,1.037,0.122,0.213
5/20/2006 3:45,5/20/2006,0.03,0.25,0.2,0.14,0.12,0.06,0.03,0.002,0
5/21/2006 12:15,5/21/2006,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
5/23/2006 20:30,5/23/2006,0.04,0.5,0.2,0.14,0.12,0.08,0.04,0.002,0
5/24/2006 3:45,5/24/2006,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
5/24/2006 20:15,5/24/2006,0.48,7.75,0.333,0.333,0.333,0.333,0.28,0.04,0.013
5/25/2006 11:00,5/25/2006,0.26,12.75,0.24,0.24,0.24,0.125,0.068,0.02,0.003
5/26/2006 9:15,5/26/2006,1.02,5.25,2.026,2.026,2.026,1.261,0.673,0.099,0.125
5/26/2006 21:15,5/26/2006,0.06,0.25,0.516,0.294,0.22,0.12,0.06,0.001,0
5/28/2006 20:30,5/28/2006,0.34,3.5,0.28,0.18,0.167,0.157,0.137,0.027,0.004
5/30/2006 6:30,5/30/2006,0.02,0,0.24,0.12,0.08,0.04,0.02,0,0
5/30/2006 23:00,5/30/2006,0.01,0,0.12,0.06,0.04,0.02,0.01,0,0
5/31/2006 21:00,5/31/2006,0.05,1,0.173,0.113,0.093,0.062,0.053,0.004,0
6/1/2006 18:45,6/1/2006,3.41,1,14.303,12.056,11.307,6.389,3.409,0.536,3.423
6/2/2006 19:45,6/2/2006,17.86,13.5,12.48,12.48,12.48,8.758,5.231,2.861,25.059
6/5/2006 14:30,6/5/2006,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
6/8/2006 17:30,6/8/2006,2.12,12.5,2.452,2.066,1.938,1.45,0.899,0.198,0.287
6/9/2006 14:45,6/9/2006,0.22,1.25,1.608,0.889,0.649,0.352,0.203,0.008,0.003
6/12/2006 3:45,6/12/2006,5.11,5.5,2.907,2.907,2.907,2.837,2.502,0.547,1.552
6/14/2006 19:00,6/14/2006,1.1,0.75,3.596,3.028,2.839,2.129,1.1,0.112,0.239
6/19/2006 14:45,6/19/2006,13.23,16.25,27.334,26.433,26.133,17.26,10.866,2.759,47.619
6/22/2006 7:45,6/22/2006,0.11,1.5,0.224,0.154,0.154,0.112,0.065,0.008,0.001
6/22/2006 23:30,6/22/2006,5.17,3,6.306,6.306,6.306,4.327,2.801,0.663,2.869
6/24/2006 0:00,6/24/2006,0.07,0.5,0.624,0.336,0.24,0.144,0.07,0.002,0
6/24/2006 16:00,6/24/2006,6.04,4.75,7.265,7.265,7.265,6.421,4.467,0.832,5.344
6/25/2006 7:45,6/25/2006,118.89,38.5,57.417,57.417,57.417,50.015,37.246,26.328,1316.762
6/27/2006 6:00,6/27/2006,19.37,21.75,8.272,6.521,6.354,5.121,3.929,2.378,12.177
6/28/2006 22:30,6/28/2006,3.13,3.75,6.414,5.862,5.862,3.17,1.824,0.349,1.106
6/29/2006 16:00,6/29/2006,0.02,0,0.24,0.12,0.08,0.04,0.02,0,0
7/1/2006 0:45,7/1/2006,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
7/3/2006 3:45,7/3/2006,0.12,0,1.44,0.72,0.48,0.24,0.12,0,0
7/3/2006 19:30,7/3/2006,0.12,0.25,0.679,0.518,0.464,0.24,0.12,0.008,0.002
7/4/2006 21:30,7/4/2006,2.92,6.5,6.35,6.35,6.35,4.492,2.66,0.398,1.787
7/5/2006 11:15,7/5/2006,30.21,17.25,35.481,35.481,35.481,26.454,20.135,6.162,163.021
7/12/2006 8:15,7/12/2006,0.04,0,0.48,0.24,0.16,0.08,0.04,0,0
7/12/2006 18:30,7/12/2006,0.83,3.25,1.724,1.337,1.208,0.692,0.39,0.071,0.049
7/13/2006 5:30,7/13/2006,0.2,7.75,0.503,0.269,0.191,0.113,0.074,0.013,0.001
7/15/2006 9:15,7/15/2006,1.02,8.25,3.304,3.304,3.304,1.663,0.842,0.119,0.198
7/18/2006 19:30,7/18/2006,0.32,0.75,0.751,0.751,0.751,0.602,0.32,0.027,0.016
7/22/2006 16:00,7/22/2006,19.42,4,38.515,38.515,38.515,37.078,18.579,5.19,192.421
7/27/2006 16:45,7/27/2006,0.87,6.25,0.929,0.929,0.929,0.835,0.703,0.079,0.066
7/28/2006 13:00,7/28/2006,0.41,0.25,4.137,2.264,1.64,0.82,0.41,0.009,0.007
7/28/2006 21:15,7/28/2006,23.35,0.25,150.72,107.7,93.36,46.7,23.35,4.67,218.098
8/3/2006 1:45,8/3/2006,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
8/3/2006 22:45,8/3/2006,0.18,4.5,1.44,0.78,0.56,0.284,0.146,0.006,0.002
8/4/2006 16:15,8/4/2006,0.2,11.75,0.2,0.2,0.2,0.105,0.057,0.015,0.002
8/5/2006 23:30,8/5/2006,0.02,0,0.24,0.12,0.08,0.04,0.02,0,0
8/7/2006 4:00,8/7/2006,1.17,1,4.921,3.247,2.689,1.389,1.169,0.09,0.125
8/7/2006 17:15,8/7/2006,6.17,7.25,12.823,12.823,12.823,9.684,5.29,1.056,10.223
8/8/2006 16:15,8/8/2006,10.01,5,76.218,44.609,34.073,19.821,9.915,0.928,18.403
8/10/2006 9:30,8/10/2006,0.04,0.25,0.304,0.19,0.152,0.08,0.04,0.002,0
8/11/2006 4:00,8/11/2006,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
8/11/2006 20:15,8/11/2006,0.09,4.75,0.16,0.1,0.08,0.06,0.057,0.006,0
8/12/2006 17:30,8/12/2006,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
8/15/2006 20:45,8/15/2006,0.08,5,0.256,0.148,0.12,0.063,0.034,0.005,0
8/20/2006 14:45,8/20/2006,0.07,0.25,0.513,0.333,0.273,0.14,0.07,0.003,0
8/21/2006 20:00,8/21/2006,0.37,8.75,0.207,0.147,0.127,0.123,0.097,0.029,0.004
8/22/2006 20:00,8/22/2006,0.38,6.25,0.187,0.127,0.12,0.103,0.095,0.031,0.003
8/23/2006 20:00,8/23/2006,0.4,5.75,0.22,0.16,0.14,0.137,0.103,0.032,0.004
8/24/2006 19:45,8/24/2006,0.22,4.75,0.16,0.153,0.153,0.133,0.08,0.017,0.002
8/25/2006 20:00,8/25/2006,0.11,2.75,0.24,0.18,0.16,0.1,0.07,0.008,0.001
8/27/2006 2:15,8/27/2006,1.04,1.25,1.513,1.513,1.513,1.149,0.906,0.098,0.112
8/27/2006 15:00,8/27/2006,0.2,9.25,0.266,0.227,0.227,0.125,0.075,0.014,0.002
8/28/2006 20:00,8/28/2006,2.78,7.25,1.159,0.824,0.824,0.8,0.784,0.249,0.199
8/29/2006 13:30,8/29/2006,0.53,11,0.32,0.2,0.167,0.16,0.141,0.043,0.007
8/30/2006 20:15,8/30/2006,1.32,8.5,0.347,0.347,0.347,0.337,0.332,0.111,0.037
8/31/2006 12:15,8/31/2006,0.02,0,0.24,0.12,0.08,0.04,0.02,0,0
8/31/2006 19:30,8/31/2006,41.45,37.5,4.44,4.44,4.44,4.398,3.974,4.716,20.741
9/3/2006 5:15,9/3/2006,0.04,0.25,0.4,0.22,0.16,0.08,0.04,0.001,0
9/3/2006 20:00,9/3/2006,0.27,4.5,0.253,0.25,0.25,0.15,0.113,0.022,0.003
9/4/2006 16:15,9/4/2006,22.85,23,8.664,8.664,8.664,7.332,5.247,3.205,23.497
9/5/2006 21:15,9/5/2006,0.33,9.25,0.48,0.336,0.288,0.192,0.153,0.026,0.005
9/6/2006 19:30,9/6/2006,1.5,8.5,0.393,0.393,0.393,0.36,0.3,0.126,0.045
9/7/2006 19:30,9/7/2006,0.97,7,0.233,0.233,0.233,0.217,0.205,0.081,0.017
9/8/2006 21:30,9/8/2006,0.04,1,0.26,0.14,0.1,0.06,0.04,0.002,0
9/9/2006 19:30,9/9/2006,2.5,9.25,4.033,4.033,4.033,2.403,1.368,0.267,0.643
9/10/2006 15:15,9/10/2006,4.9,16.25,3.06,3.06,3.06,1.927,1.281,0.486,0.936
9/11/2006 21:45,9/11/2006,0.29,3.25,1.085,0.612,0.455,0.297,0.219,0.018,0.005
9/13/2006 4:30,9/13/2006,0.32,3.25,0.392,0.32,0.306,0.251,0.147,0.026,0.007
9/14/2006 1:00,9/14/2006,23.92,26,11.2,11.2,11.2,9.611,6.459,3.267,31.397
9/15/2006 13:00,9/15/2006,5.61,11,5.307,5.307,5.307,3.96,2.88,0.63,2.496
9/16/2006 12:00,9/16/2006,0.2,0.5,0.734,0.449,0.449,0.4,0.2,0.013,0.005
9/16/2006 19:45,9/16/2006,3.11,8.5,1.49,0.95,0.77,0.682,0.553,0.265,0.181
9/17/2006 14:00,9/17/2006,1.08,12,0.28,0.213,0.213,0.21,0.198,0.089,0.019
9/19/2006 12:15,9/19/2006,0.73,12.25,0.533,0.293,0.24,0.233,0.198,0.058,0.014
9/20/2006 19:30,9/20/2006,0.15,3,0.16,0.1,0.1,0.075,0.075,0.011,0.001
9/21/2006 19:15,9/21/2006,0.04,0.25,0.306,0.207,0.173,0.08,0.04,0.002,0
9/24/2006 2:15,9/24/2006,0.04,0,0.48,0.24,0.16,0.08,0.04,0,0
9/24/2006 13:45,9/24/2006,4,7.75,6.325,6.325,6.325,5.364,3.464,0.535,2.869
9/25/2006 21:30,9/25/2006,0.09,1.5,0.24,0.14,0.107,0.08,0.057,0.006,0
9/26/2006 18:15,9/26/2006,7.51,9.75,24.316,21.212,20.177,12.128,6.114,1.354,16.427
9/27/2006 20:15,9/27/2006,0.03,0.75,0.14,0.08,0.06,0.04,0.03,0.002,0
9/28/2006 16:30,9/28/2006,17.87,5.75,18.035,18.035,18.035,12.006,8.29,2.929,35.159
9/29/2006 19:00,9/29/2006,1.24,17.5,0.589,0.589,0.589,0.447,0.337,0.104,0.046
9/30/2006 22:30,9/30/2006,1.7,6,1.189,1.189,1.189,0.813,0.608,0.157,0.127
10/1/2006 18:45,10/1/2006,0.81,8.5,0.289,0.229,0.209,0.176,0.175,0.067,0.012
10/2/2006 18:45,10/2/2006,1.87,9.25,0.393,0.393,0.393,0.373,0.367,0.158,0.059
10/3/2006 22:00,10/3/2006,0.37,5,0.16,0.12,0.12,0.113,0.1,0.03,0.003
10/4/2006 23:30,10/4/2006,0.14,6.5,0.62,0.33,0.233,0.119,0.062,0.008,0.001
10/5/2006 18:30,10/5/2006,41.17,58,9.132,9.132,9.132,6.695,3.689,4.665,31.232
10/8/2006 18:45,10/8/2006,3.84,11,0.993,0.693,0.693,0.653,0.637,0.336,0.22
10/9/2006 19:00,10/9/2006,2.42,10.5,0.347,0.347,0.347,0.327,0.317,0.206,0.067
10/10/2006 15:00,10/10/2006,2.11,14,0.42,0.42,0.42,0.387,0.357,0.178,0.069
10/12/2006 2:00,10/12/2006,0.08,0,0.96,0.48,0.32,0.16,0.08,0,0
10/12/2006 16:15,10/12/2006,0.51,5.25,0.933,0.933,0.933,0.627,0.34,0.043,0.027
10/14/2006 19:30,10/14/2006,0.25,6.5,0.16,0.147,0.147,0.133,0.077,0.02,0.003
10/15/2006 19:15,10/15/2006,1.62,13,0.293,0.293,0.293,0.293,0.282,0.136,0.04
10/16/2006 22:15,10/16/2006,28.93,18.5,8.878,8.878,8.878,8.096,6.651,4.141,33.523
10/18/2006 18:45,10/18/2006,2.5,6.25,1.016,0.889,0.889,0.881,0.868,0.228,0.201
10/19/2006 19:45,10/19/2006,11.14,14.75,9.491,9.491,9.491,8.449,4.896,1.516,12.811
10/20/2006 18:45,10/20/2006,3.2,6.25,1.012,1.012,1.012,0.974,0.966,0.293,0.285
10/21/2006 18:00,10/21/2006,2.04,10.25,0.413,0.413,0.413,0.403,0.398,0.175,0.071
10/22/2006 18:30,10/22/2006,0.02,0.25,0.228,0.12,0.084,0.04,0.02,0,0
10/23/2006 20:30,10/23/2006,0.02,0.25,0.18,0.12,0.1,0.04,0.02,0.001,0
10/25/2006 18:15,10/25/2006,1.4,7.25,0.353,0.353,0.353,0.35,0.325,0.118,0.041
10/26/2006 18:00,10/26/2006,7.45,10.5,1.74,1.74,1.74,1.671,1.664,0.729,1.219
10/27/2006 12:45,10/27/2006,46.42,17.5,15.561,15.561,15.561,14.855,10.459,7.159,106.347
10/28/2006 17:30,10/28/2006,0.13,0,1.56,0.78,0.52,0.26,0.13,0,0
10/29/2006 18:00,10/29/2006,0.18,4.75,0.22,0.145,0.12,0.08,0.06,0.014,0.001
10/30/2006 18:30,10/30/2006,0.15,2.5,0.28,0.16,0.12,0.083,0.072,0.011,0.001
11/1/2006 3:15,11/1/2006,0.02,1.5,0.064,0.04,0.032,0.024,0.016,0.002,0
11/1/2006 18:15,11/1/2006,7.69,11,5.888,5.888,5.888,3.597,3.034,0.927,3.335
11/2/2006 18:15,11/2/2006,1.07,2.75,1.558,1.08,0.92,0.785,0.682,0.088,0.069
11/3/2006 20:00,11/3/2006,0.84,6.75,0.18,0.18,0.18,0.17,0.167,0.069,0.012
11/4/2006 18:30,11/4/2006,2.97,10,0.44,0.44,0.44,0.44,0.422,0.257,0.113
11/5/2006 19:30,11/5/2006,0.4,5.5,0.173,0.136,0.136,0.12,0.103,0.033,0.004
11/7/2006 15:30,11/7/2006,46.47,20.25,15.273,15.273,15.273,14.301,12.733,7.901,112.995
11/8/2006 23:30,11/8/2006,0.09,3,0.416,0.26,0.208,0.109,0.059,0.005,0.001
11/9/2006 19:30,11/9/2006,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
11/10/2006 18:00,11/10/2006,0.39,3.5,0.22,0.167,0.167,0.163,0.16,0.032,0.005
11/12/2006 4:30,11/12/2006,18.61,28.25,11.901,11.901,11.901,9.335,7.338,2.788,26.023
11/13/2006 21:00,11/13/2006,0.08,0.25,0.64,0.4,0.32,0.16,0.08,0.003,0.001
11/14/2006 21:15,11/14/2006,0.02,0,0.24,0.12,0.08,0.04,0.02,0,0
11/16/2006 8:15,11/16/2006,38.02,8.25,35.45,35.45,35.45,32.223,21.652,7.994,257.598
11/17/2006 20:15,11/17/2006,0.27,7,0.16,0.1,0.08,0.073,0.06,0.021,0.002
11/18/2006 21:45,11/18/2006,0.32,6.25,0.304,0.172,0.128,0.103,0.098,0.025,0.003
11/21/2006 18:30,11/21/2006,0.03,0.75,0.14,0.08,0.06,0.04,0.03,0.002,0
11/22/2006 12:00,11/22/2006,26.98,15,5.698,5.698,5.698,5.034,3.901,3.399,17.109
11/23/2006 13:00,11/23/2006,0.04,0.25,0.336,0.21,0.168,0.08,0.04,0.002,0
11/30/2006 14:30,11/30/2006,5.58,28.25,13.183,13.183,13.183,7.7,3.856,0.922,7.103
12/3/2006 13:15,12/3/2006,0.04,0.25,0.32,0.2,0.16,0.08,0.04,0.002,0
12/5/2006 12:00,12/5/2006,0.09,1.5,0.328,0.208,0.168,0.119,0.074,0.006,0.001
12/7/2006 20:30,12/7/2006,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
12/13/2006 6:45,12/13/2006,2.18,4.5,1.378,1.378,1.378,1.002,0.811,0.202,0.202
12/14/2006 1:15,12/14/2006,2.52,8.5,4.924,4.774,4.725,3.449,1.768,0.308,1.062
12/15/2006 6:15,12/15/2006,3.41,4,2.583,2.583,2.583,2.583,2.583,0.402,1.038
12/21/2006 9:00,12/21/2006,0.17,3.75,0.34,0.23,0.207,0.2,0.128,0.013,0.003
12/22/2006 6:15,12/22/2006,28.33,18,4.701,4.701,4.701,4.256,4.155,3.471,14.776
12/25/2006 11:30,12/25/2006,14.22,9.75,14.573,14.573,14.573,10.613,7.286,2.156,22.877
12/28/2006 23:30,12/28/2006,0.08,1.25,0.24,0.18,0.16,0.1,0.07,0.006,0.001
12/30/2006 23:00,12/30/2006,0.52,0.25,3.331,2.392,2.079,1.04,0.52,0.038,0.039
12/31/2006 16:30,12/31/2006,22.06,20.25,12.829,12.829,12.829,11.983,10.028,3.488,41.802
1/5/2007 5:45,1/5/2007,4.16,7.25,1.805,1.129,1.128,0.975,0.946,0.375,0.366
1/5/2007 22:30,1/5/2007,2.02,5,2.465,2.465,2.465,1.752,1.71,0.209,0.365
1/7/2007 17:00,1/7/2007,19.66,17,4.707,4.707,4.707,4.34,4.11,2.251,9.768
1/10/2007 2:15,1/10/2007,0.03,0.25,0.32,0.18,0.133,0.06,0.03,0.001,0
1/12/2007 14:00,1/12/2007,0.19,2.5,0.366,0.247,0.233,0.22,0.12,0.014,0.003
1/13/2007 5:45,1/13/2007,0.96,37.25,0.307,0.307,0.307,0.223,0.128,0.078,0.017
1/15/2007 19:30,1/15/2007,0.27,0.25,2.239,1.36,1.066,0.54,0.27,0.011,0.006
1/18/2007 20:15,1/18/2007,0.04,0.5,0.19,0.13,0.11,0.075,0.04,0.002,0
1/20/2007 5:00,1/20/2007,0.08,0.5,0.28,0.22,0.2,0.17,0.08,0.006,0.001
1/21/2007 14:15,1/21/2007,0.84,7.75,0.56,0.56,0.56,0.46,0.37,0.071,0.033
1/25/2007 12:30,1/25/2007,0.77,6.25,0.646,0.64,0.64,0.384,0.289,0.065,0.025
1/28/2007 6:00,1/28/2007,0.03,0.75,0.09,0.06,0.05,0.035,0.03,0.002,0
1/28/2007 13:15,1/28/2007,0.34,3,0.241,0.241,0.241,0.236,0.223,0.028,0.007
1/30/2007 16:30,1/30/2007,0.94,3.25,2.411,1.792,1.586,1.106,0.563,0.076,0.084
2/1/2007 6:00,2/1/2007,0.16,4.5,0.157,0.127,0.127,0.083,0.06,0.012,0.001
2/2/2007 2:00,2/2/2007,0.02,0,0.24,0.12,0.08,0.04,0.02,0,0
2/2/2007 14:00,2/2/2007,1.77,4.25,2.22,2.22,2.22,1.78,1.058,0.174,0.31
2/6/2007 22:00,2/6/2007,0.61,5.5,0.473,0.323,0.287,0.259,0.185,0.049,0.013
2/12/2007 16:45,2/12/2007,0.84,3,0.726,0.566,0.513,0.453,0.422,0.07,0.032
2/13/2007 2:45,2/13/2007,11.84,32.5,1.875,1.875,1.875,1.701,1.29,1.113,1.893
2/14/2007 17:45,2/14/2007,0.02,1.75,0.111,0.077,0.066,0.035,0.019,0.002,0
2/17/2007 16:30,2/17/2007,0.22,2.75,0.64,0.4,0.32,0.32,0.174,0.015,0.005
2/18/2007 11:30,2/18/2007,0.36,5.25,1.439,1.039,0.906,0.573,0.294,0.025,0.015
2/20/2007 22:00,2/20/2007,2.42,1.5,4.433,4.433,4.433,3.172,2.091,0.289,0.917
2/22/2007 12:30,2/22/2007,0.13,0.5,0.733,0.443,0.347,0.251,0.13,0.006,0.002
2/25/2007 9:15,2/25/2007,8.46,12.5,3.019,3.019,3.019,2.937,2.365,0.881,2.588
3/1/2007 18:00,3/1/2007,22.72,12.5,11.894,11.894,11.894,8.917,5.812,3.117,27.798
3/7/2007 2:15,3/7/2007,1.93,13.5,0.848,0.848,0.848,0.843,0.648,0.165,0.139
3/10/2007 19:15,3/10/2007,4.68,5.5,3.833,3.833,3.833,3.359,2.555,0.527,1.771
3/14/2007 14:45,3/14/2007,0.07,0.25,0.643,0.358,0.263,0.14,0.07,0.002,0
3/15/2007 0:00,3/15/2007,0.06,0.25,0.632,0.344,0.248,0.12,0.06,0.001,0
3/15/2007 11:45,3/15/2007,46.69,33,11.341,11.341,11.341,7.921,5.747,5.618,44.503
3/19/2007 16:00,3/19/2007,0.6,11.25,0.44,0.44,0.44,0.408,0.336,0.05,0.021
3/22/2007 18:45,3/22/2007,0.9,4.75,1.962,1.177,0.916,0.546,0.387,0.067,0.036
3/23/2007 19:30,3/23/2007,9.58,18,16.803,10.797,8.795,5.84,3.265,0.938,5.476
3/25/2007 19:30,3/25/2007,1.69,7.25,0.347,0.347,0.347,0.343,0.33,0.143,0.049
3/27/2007 17:30,3/27/2007,0.09,0.25,0.449,0.396,0.378,0.18,0.09,0.007,0.001
3/28/2007 11:45,3/28/2007,0.14,0,1.68,0.84,0.56,0.28,0.14,0,0
3/30/2007 20:00,3/30/2007,0.42,8,0.35,0.24,0.24,0.163,0.137,0.033,0.005
4/1/2007 1:00,4/1/2007,0.01,0,0.12,0.06,0.04,0.02,0.01,0,0
4/1/2007 15:30,4/1/2007,1.74,10,3.515,3.515,3.515,1.989,1.226,0.19,0.378
4/3/2007 20:00,4/3/2007,5.04,12.75,4.699,4.699,4.699,3.095,2.405,0.556,1.72
4/5/2007 20:30,4/5/2007,0.16,6,0.247,0.127,0.087,0.067,0.063,0.012,0.001
4/7/2007 1:45,4/7/2007,1.08,2.5,1.359,0.88,0.72,0.613,0.472,0.088,0.054
4/7/2007 10:45,4/7/2007,0.74,13.75,1.013,0.533,0.4,0.36,0.287,0.056,0.02
4/8/2007 11:00,4/8/2007,0.17,5,0.168,0.108,0.093,0.091,0.073,0.013,0.001
4/11/2007 12:45,4/11/2007,13.23,16.75,5.727,5.727,5.727,5.373,3.835,1.628,8.746
4/12/2007 15:15,4/12/2007,1.59,1.5,4.952,4.175,3.916,2.438,1.266,0.168,0.409
4/14/2007 16:00,4/14/2007,60.21,34.75,9.949,9.949,9.949,8.637,8.101,8.694,75.088
4/16/2007 9:00,4/16/2007,2.2,14.5,0.632,0.632,0.632,0.58,0.48,0.19,0.11
4/19/2007 11:15,4/19/2007,0.03,0.75,0.147,0.087,0.067,0.047,0.03,0.002,0
4/19/2007 19:45,4/19/2007,0.73,4.5,0.747,0.747,0.747,0.573,0.445,0.063,0.036
4/20/2007 20:30,4/20/2007,0.34,8.25,0.24,0.18,0.16,0.093,0.077,0.027,0.003
4/21/2007 20:30,4/21/2007,0.61,8,0.3,0.247,0.247,0.233,0.177,0.049,0.012
4/22/2007 15:45,4/22/2007,1.34,9.5,0.773,0.773,0.773,0.613,0.44,0.113,0.07
4/23/2007 20:45,4/23/2007,0.58,2.75,1.146,0.667,0.507,0.4,0.367,0.043,0.017
4/24/2007 22:45,4/24/2007,0.16,3.5,0.16,0.1,0.08,0.08,0.064,0.013,0.001
4/25/2007 13:30,4/25/2007,0.66,12.75,0.472,0.472,0.472,0.346,0.223,0.055,0.019
4/26/2007 11:15,4/26/2007,0.08,2.5,0.24,0.18,0.16,0.085,0.047,0.006,0
4/26/2007 22:00,4/26/2007,4.18,10.25,2.893,2.893,2.893,2.491,1.7,0.428,1.067
4/27/2007 21:00,4/27/2007,1.27,3.75,1.911,1.911,1.911,1.614,0.899,0.117,0.189
4/28/2007 14:45,4/28/2007,0.54,6.5,0.253,0.253,0.253,0.197,0.186,0.044,0.009
4/30/2007 6:45,4/30/2007,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
5/1/2007 4:30,5/1/2007,0.2,0.5,1.139,0.85,0.753,0.397,0.2,0.013,0.005
5/1/2007 20:00,5/1/2007,2.34,9,1.093,1.093,1.093,0.933,0.837,0.215,0.201
5/2/2007 23:15,5/2/2007,0.02,0,0.24,0.12,0.08,0.04,0.02,0,0
5/3/2007 21:30,5/3/2007,0.09,1.75,0.2,0.16,0.16,0.14,0.075,0.007,0.001
5/4/2007 21:00,5/4/2007,0.26,5,0.226,0.167,0.16,0.15,0.115,0.021,0.003
5/8/2007 20:45,5/8/2007,0.85,5.25,0.36,0.27,0.247,0.243,0.227,0.07,0.017
5/9/2007 21:30,5/9/2007,0.39,8.25,0.316,0.208,0.172,0.156,0.15,0.03,0.005
5/10/2007 20:00,5/10/2007,1.48,8.25,2.285,2.285,2.285,1.731,1.082,0.149,0.258
5/11/2007 20:15,5/11/2007,0.35,7.5,0.288,0.288,0.288,0.254,0.171,0.029,0.007
5/12/2007 18:30,5/12/2007,3.18,8.25,5.232,5.232,5.232,2.83,1.479,0.375,1.062
5/14/2007 20:15,5/14/2007,1.72,7.25,1.303,0.812,0.648,0.62,0.608,0.146,0.09
5/15/2007 20:30,5/15/2007,0.24,3,0.373,0.233,0.2,0.193,0.125,0.018,0.003
5/16/2007 15:00,5/16/2007,8.58,3.5,22.926,22.926,22.926,14.049,8.457,1.875,26.344
5/17/2007 22:15,5/17/2007,0.04,0.25,0.333,0.193,0.147,0.08,0.04,0.001,0
