,Date,PRECIP,DURATION,MAX_5,MAX_10,MAX_15,MAX_30,MAX_60,ENERGY,EI30
,MO/DA/YR,mm,hrs,mm/hr,mm/hr,mm/hr,mm/hr,mm/hr,MJ/ha,MJ*mm/ha*hr
,----------------------------------------------------------------------------------------------------------------------,,,,,,,,,
5/19/2007 15:30,5/19/2007,0.4,6.25,0.338,0.338,0.338,0.241,0.161,0.033,0.008
5/20/2007 6:00,5/20/2007,1.1,1.25,2.476,2.476,2.476,1.847,1.032,0.119,0.219
5/21/2007 20:30,5/21/2007,0.71,6.75,0.406,0.287,0.247,0.233,0.198,0.058,0.013
5/22/2007 22:45,5/22/2007,0.11,3.75,0.4,0.25,0.2,0.103,0.055,0.007,0.001
5/23/2007 18:45,5/23/2007,0.15,7.75,0.28,0.16,0.12,0.064,0.037,0.01,0.001
5/24/2007 20:30,5/24/2007,0.02,1.5,0.13,0.07,0.05,0.03,0.02,0.001,0
5/26/2007 20:45,5/26/2007,0.07,4,0.126,0.072,0.066,0.055,0.046,0.005,0
5/27/2007 18:15,5/27/2007,1.2,2.75,3.923,3.826,3.794,2.015,1.186,0.148,0.299
5/28/2007 3:30,5/28/2007,0.02,0.25,0.176,0.11,0.088,0.04,0.02,0.001,0
5/28/2007 18:45,5/28/2007,0.1,6.5,0.293,0.161,0.117,0.073,0.055,0.006,0
5/29/2007 20:30,5/29/2007,0.09,1.75,0.233,0.143,0.113,0.077,0.058,0.006,0
5/30/2007 21:00,5/30/2007,0.04,0.75,0.16,0.1,0.08,0.06,0.04,0.002,0
6/2/2007 0:00,6/2/2007,0.21,1.5,0.368,0.296,0.272,0.217,0.189,0.017,0.004
6/3/2007 7:30,6/3/2007,16.51,23,11.633,11.633,11.633,8.381,5.836,2.207,18.5
6/4/2007 16:00,6/4/2007,2.37,5.5,2.969,2.969,2.969,2.088,1.834,0.258,0.538
6/5/2007 21:15,6/5/2007,0.7,6.25,0.845,0.845,0.845,0.673,0.356,0.058,0.039
6/6/2007 23:45,6/6/2007,0.04,2.5,0.148,0.094,0.076,0.04,0.023,0.002,0
6/7/2007 20:30,6/7/2007,0.14,2.25,0.16,0.12,0.12,0.11,0.095,0.011,0.001
6/8/2007 21:00,6/8/2007,0.14,1.75,0.383,0.321,0.3,0.231,0.13,0.011,0.003
6/9/2007 21:00,6/9/2007,0.05,1.75,0.24,0.16,0.133,0.073,0.043,0.003,0
6/10/2007 12:00,6/10/2007,0.7,12.25,0.64,0.4,0.32,0.3,0.28,0.056,0.017
6/11/2007 20:45,6/11/2007,0.09,2.5,0.371,0.219,0.169,0.089,0.049,0.006,0
6/12/2007 15:15,6/12/2007,0.75,9,0.962,0.748,0.676,0.508,0.316,0.061,0.031
6/13/2007 13:30,6/13/2007,3.9,5.25,5.203,5.203,5.203,3.957,3.182,0.488,1.932
6/18/2007 21:00,6/18/2007,0.1,3.25,0.208,0.148,0.128,0.111,0.07,0.007,0.001
6/19/2007 16:45,6/19/2007,0.48,15.5,1.8,0.94,0.653,0.332,0.171,0.028,0.009
6/21/2007 6:15,6/21/2007,0.19,0.25,1.838,1.02,0.748,0.38,0.19,0.004,0.002
6/21/2007 16:15,6/21/2007,3.94,3.25,10.992,10.992,10.992,6.48,3.581,0.678,4.395
6/23/2007 20:00,6/23/2007,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
6/25/2007 0:15,6/25/2007,7.34,5,19.983,19.983,19.983,13.097,7.089,1.567,20.525
6/26/2007 12:30,6/26/2007,1.51,1.5,3.389,3.389,3.389,2.487,1.424,0.175,0.435
6/28/2007 13:15,6/28/2007,0.03,0.25,0.187,0.139,0.123,0.06,0.03,0.002,0
6/28/2007 20:30,6/28/2007,10.3,17.25,5.521,5.521,5.521,5.492,4.118,1.309,7.189
6/30/2007 22:15,6/30/2007,0.01,0,0.12,0.06,0.04,0.02,0.01,0,0
7/3/2007 21:00,7/3/2007,3.78,2.5,6.109,6.109,6.109,5.989,3.491,0.552,3.307
7/4/2007 13:15,7/4/2007,24.65,11.75,30.148,30.148,30.148,22.876,15.948,5.784,132.31
7/5/2007 13:45,7/5/2007,0.31,13.25,0.555,0.385,0.329,0.188,0.114,0.023,0.004
7/10/2007 13:15,7/10/2007,0.59,0.5,5.447,3.052,2.254,1.184,0.59,0.018,0.021
7/11/2007 20:45,7/11/2007,0.58,0.5,2.021,1.947,1.923,1.169,0.58,0.061,0.071
7/13/2007 22:30,7/13/2007,7.76,2,12.219,12.219,12.219,10.349,6.812,1.403,14.516
7/15/2007 19:30,7/15/2007,0.43,0.25,2.928,2.014,1.709,0.86,0.43,0.027,0.023
7/16/2007 20:30,7/16/2007,0.03,0.25,0.272,0.17,0.136,0.06,0.03,0.001,0
7/17/2007 2:45,7/17/2007,0.04,0.5,0.28,0.16,0.12,0.08,0.04,0.002,0
7/18/2007 1:15,7/18/2007,0.03,1,0.112,0.07,0.056,0.04,0.033,0.002,0
7/19/2007 14:45,7/19/2007,0.2,6,0.778,0.708,0.685,0.344,0.174,0.017,0.006
7/20/2007 20:45,7/20/2007,0.05,1.25,0.16,0.1,0.08,0.06,0.04,0.003,0
7/24/2007 12:30,7/24/2007,0.15,7.25,0.561,0.336,0.26,0.152,0.084,0.009,0.001
7/25/2007 3:30,7/25/2007,0.31,1.75,0.37,0.37,0.37,0.338,0.212,0.025,0.009
7/25/2007 13:15,7/25/2007,0.04,0.25,0.281,0.193,0.164,0.08,0.04,0.002,0
7/27/2007 16:30,7/27/2007,0.23,4.25,1.481,0.816,0.594,0.363,0.19,0.01,0.004
7/28/2007 23:30,7/28/2007,2.59,12.75,1.659,1.659,1.659,1.624,1.269,0.246,0.4
7/29/2007 18:30,7/29/2007,0.14,0.5,1.136,0.628,0.459,0.289,0.14,0.005,0.001
7/30/2007 15:30,7/30/2007,0.1,0,1.2,0.6,0.4,0.2,0.1,0,0
7/30/2007 22:00,7/30/2007,0.1,10.5,0.358,0.192,0.137,0.082,0.054,0.006,0
7/31/2007 20:45,7/31/2007,0.06,2.5,0.14,0.08,0.06,0.04,0.03,0.004,0
8/3/2007 23:45,8/3/2007,0.61,4.75,1.173,1.173,1.173,0.668,0.415,0.055,0.037
8/4/2007 21:15,8/4/2007,0.15,6.5,0.16,0.1,0.08,0.06,0.043,0.011,0.001
8/5/2007 18:00,8/5/2007,6.51,11,8.603,8.603,8.603,7.661,5.033,0.96,7.351
8/6/2007 21:00,8/6/2007,0.08,1.5,0.192,0.126,0.104,0.074,0.065,0.006,0
8/8/2007 6:45,8/8/2007,0.08,8.75,0.056,0.038,0.038,0.037,0.027,0.006,0
8/9/2007 0:45,8/9/2007,8.41,24.25,10.309,10.309,10.309,8.058,6.13,1.271,10.238
8/10/2007 21:00,8/10/2007,0.14,1.5,0.656,0.41,0.328,0.174,0.097,0.008,0.001
8/11/2007 5:15,8/11/2007,0.09,1.5,0.233,0.173,0.153,0.12,0.083,0.007,0.001
8/11/2007 13:00,8/11/2007,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
8/11/2007 20:15,8/11/2007,0.35,6.5,0.16,0.1,0.093,0.087,0.08,0.028,0.002
8/12/2007 23:30,8/12/2007,0.57,1,1.569,1.569,1.569,0.925,0.574,0.055,0.051
8/13/2007 13:00,8/13/2007,0.03,0.25,0.308,0.17,0.124,0.06,0.03,0.001,0
8/13/2007 20:00,8/13/2007,0.14,2.25,0.118,0.108,0.108,0.088,0.078,0.011,0.001
8/14/2007 21:00,8/14/2007,0.02,2.25,0.124,0.064,0.044,0.024,0.014,0.001,0
8/16/2007 8:30,8/16/2007,3.01,3.25,4.356,4.356,4.356,3.281,2.597,0.35,1.149
8/18/2007 0:30,8/18/2007,0.04,5.5,0.16,0.1,0.08,0.041,0.021,0.002,0
8/18/2007 14:15,8/18/2007,4.76,36.25,2.2,2.2,2.2,2.099,1.556,0.468,0.982
8/20/2007 17:00,8/20/2007,35.02,15.5,18.332,18.332,18.332,14.159,11.728,6.39,90.478
8/21/2007 22:00,8/21/2007,1.56,4.75,4.229,4.229,4.229,2.549,1.38,0.191,0.488
8/22/2007 13:30,8/22/2007,0.04,0,0.48,0.24,0.16,0.08,0.04,0,0
8/22/2007 20:15,8/22/2007,1.35,6.5,1.386,0.906,0.746,0.573,0.467,0.11,0.063
8/23/2007 20:15,8/23/2007,0.25,5,0.15,0.133,0.133,0.123,0.09,0.02,0.002
8/24/2007 12:45,8/24/2007,0.02,0,0.24,0.12,0.08,0.04,0.02,0,0
8/24/2007 19:45,8/24/2007,0.2,11.25,0.187,0.127,0.107,0.088,0.085,0.016,0.001
8/25/2007 14:30,8/25/2007,4.27,59.5,3.044,3.044,3.044,1.599,0.982,0.395,0.631
8/28/2007 20:15,8/28/2007,0.08,4,0.16,0.1,0.08,0.06,0.042,0.006,0
8/30/2007 15:45,8/30/2007,0.84,12,0.244,0.16,0.16,0.157,0.148,0.068,0.011
8/31/2007 14:15,8/31/2007,1.74,17.75,0.36,0.36,0.36,0.333,0.303,0.145,0.048
9/1/2007 15:15,9/1/2007,1.18,14,0.247,0.247,0.247,0.243,0.22,0.098,0.024
9/2/2007 20:00,9/2/2007,0.02,0.25,0.16,0.1,0.08,0.04,0.02,0.001,0
9/3/2007 20:15,9/3/2007,2.93,9.25,4.513,4.513,4.513,3.445,2.403,0.355,1.224
9/4/2007 14:15,9/4/2007,1.16,15.25,0.227,0.227,0.227,0.217,0.21,0.097,0.021
9/5/2007 19:45,9/5/2007,0.49,6,0.226,0.167,0.147,0.13,0.114,0.04,0.005
9/8/2007 22:45,9/8/2007,0.04,1.25,0.16,0.1,0.08,0.047,0.03,0.002,0
9/9/2007 20:00,9/9/2007,0.64,11.5,0.34,0.22,0.18,0.177,0.168,0.052,0.009
9/10/2007 19:30,9/10/2007,6.21,19,2.049,2.049,2.049,1.549,1.202,0.588,0.91
9/11/2007 20:45,9/11/2007,0.11,1.75,0.219,0.146,0.122,0.113,0.076,0.008,0.001
9/12/2007 19:15,9/12/2007,3.62,11.5,0.948,0.948,0.948,0.92,0.899,0.333,0.306
9/13/2007 14:45,9/13/2007,0.19,8,0.28,0.16,0.147,0.121,0.104,0.014,0.002
9/14/2007 13:45,9/14/2007,3.46,15.75,1.529,1.529,1.529,1.261,1.002,0.311,0.392
9/15/2007 19:15,9/15/2007,1.39,10.75,0.538,0.37,0.338,0.32,0.296,0.116,0.037
9/16/2007 19:15,9/16/2007,0.65,10.25,0.24,0.21,0.21,0.155,0.118,0.053,0.008
9/17/2007 15:45,9/17/2007,0.33,9,0.36,0.27,0.24,0.123,0.104,0.026,0.003
9/18/2007 19:30,9/18/2007,0.27,4.25,0.263,0.173,0.173,0.153,0.117,0.021,0.003
9/19/2007 19:45,9/19/2007,0.32,6,0.16,0.12,0.12,0.11,0.087,0.025,0.003
9/20/2007 20:15,9/20/2007,0.47,9,0.16,0.14,0.14,0.11,0.087,0.038,0.004
9/21/2007 19:15,9/21/2007,0.39,8,0.168,0.168,0.168,0.164,0.142,0.032,0.005
9/22/2007 19:30,9/22/2007,7.35,35,0.82,0.82,0.82,0.793,0.77,0.655,0.52
9/24/2007 19:15,9/24/2007,0.57,6.75,0.39,0.259,0.215,0.174,0.152,0.045,0.008
9/27/2007 20:00,9/27/2007,5.69,13.25,20.732,12.026,9.124,4.665,2.394,0.478,2.228
9/28/2007 18:45,9/28/2007,1.48,10,0.373,0.373,0.373,0.323,0.264,0.124,0.04
9/29/2007 14:15,9/29/2007,4.31,16,0.713,0.713,0.713,0.683,0.627,0.386,0.264
9/30/2007 19:15,9/30/2007,0.59,5,0.586,0.367,0.293,0.247,0.193,0.046,0.011
10/1/2007 21:45,10/1/2007,0.04,0.25,0.24,0.18,0.16,0.08,0.04,0.002,0
10/2/2007 21:15,10/2/2007,0.04,1.25,0.16,0.1,0.08,0.047,0.03,0.002,0
10/3/2007 19:30,10/3/2007,0.66,7.5,0.22,0.147,0.147,0.133,0.123,0.053,0.007
10/4/2007 18:30,10/4/2007,1.79,11,0.293,0.293,0.293,0.26,0.23,0.15,0.039
10/5/2007 18:45,10/5/2007,1.34,9.75,0.366,0.247,0.207,0.197,0.178,0.111,0.022
10/6/2007 18:45,10/6/2007,1.73,9,0.413,0.373,0.373,0.367,0.348,0.146,0.053
10/7/2007 14:00,10/7/2007,7.47,15.25,1.767,1.767,1.767,1.71,1.51,0.717,1.226
10/8/2007 18:45,10/8/2007,0.75,12,0.36,0.228,0.207,0.19,0.172,0.06,0.011
10/9/2007 19:00,10/9/2007,1.61,9,2.903,2.903,2.903,2.35,1.26,0.167,0.393
10/10/2007 19:00,10/10/2007,7.72,5.5,11.923,11.923,11.923,10.792,7.058,1.369,14.778
10/11/2007 9:45,10/11/2007,0.01,0,0.12,0.06,0.04,0.02,0.01,0,0
10/11/2007 22:00,10/11/2007,3.84,3.5,4.001,3.166,2.888,2.886,1.914,0.403,1.163
10/12/2007 18:45,10/12/2007,2.47,7.5,0.687,0.687,0.687,0.683,0.642,0.219,0.149
10/13/2007 19:00,10/13/2007,0.06,3.25,0.244,0.124,0.084,0.044,0.033,0.003,0
10/14/2007 18:30,10/14/2007,5.14,11.25,0.787,0.787,0.787,0.767,0.717,0.46,0.353
10/15/2007 18:15,10/15/2007,1.41,8.75,0.3,0.3,0.3,0.293,0.27,0.118,0.035
10/16/2007 19:00,10/16/2007,0.46,3.75,0.432,0.276,0.224,0.189,0.168,0.036,0.007
10/17/2007 20:30,10/17/2007,0.04,1.25,0.16,0.1,0.08,0.047,0.03,0.002,0
10/18/2007 16:00,10/18/2007,0.1,0.25,1.06,0.55,0.38,0.2,0.1,0.001,0
10/19/2007 6:45,10/19/2007,3.18,15,3.902,3.902,3.902,2.098,1.566,0.347,0.729
10/20/2007 18:00,10/20/2007,1.17,14.75,0.187,0.187,0.187,0.177,0.165,0.097,0.017
10/21/2007 18:30,10/21/2007,0.24,5.5,0.2,0.14,0.12,0.085,0.073,0.019,0.002
10/23/2007 8:45,10/23/2007,0.25,2,0.863,0.461,0.327,0.193,0.132,0.015,0.003
10/23/2007 22:00,10/23/2007,32.91,44.25,8.324,8.324,8.324,7.245,6.367,4.376,31.703
10/26/2007 6:45,10/26/2007,90.44,26.25,20.102,20.102,20.102,15.437,14.16,15.723,242.718
10/27/2007 18:00,10/27/2007,2.09,11.5,0.473,0.473,0.473,0.439,0.413,0.179,0.079
10/28/2007 17:00,10/28/2007,6.12,13,1.227,1.227,1.227,1.207,1.192,0.568,0.685
10/29/2007 21:15,10/29/2007,0.18,3.25,0.32,0.2,0.16,0.11,0.075,0.013,0.001
10/30/2007 7:00,10/30/2007,0.06,0.5,0.413,0.233,0.173,0.127,0.06,0.003,0
10/30/2007 19:45,10/30/2007,0.59,6,0.28,0.16,0.133,0.127,0.123,0.047,0.006
11/1/2007 18:00,11/1/2007,2.26,12.25,0.38,0.347,0.347,0.33,0.32,0.19,0.063
11/2/2007 18:15,11/2/2007,0.84,5.25,0.4,0.347,0.347,0.347,0.323,0.069,0.024
11/3/2007 18:00,11/3/2007,0.36,7.75,0.24,0.18,0.16,0.103,0.086,0.029,0.003
11/5/2007 21:30,11/5/2007,2.35,9.5,2.181,2.181,2.181,1.63,1.206,0.227,0.369
11/7/2007 18:15,11/7/2007,0.37,10,0.16,0.104,0.104,0.092,0.076,0.029,0.003
11/8/2007 18:30,11/8/2007,3.68,27.5,1.805,1.805,1.805,1.675,1.43,0.344,0.575
11/10/2007 22:15,11/10/2007,0.91,5.25,0.984,0.679,0.607,0.545,0.507,0.075,0.041
11/11/2007 19:30,11/11/2007,4.01,13,3.619,3.619,3.619,2.414,2.031,0.438,1.057
11/13/2007 7:30,11/13/2007,2.53,2.25,3.643,2.833,2.563,1.752,1.661,0.245,0.429
11/13/2007 17:15,11/13/2007,1.48,9.25,0.48,0.48,0.48,0.427,0.353,0.125,0.053
11/14/2007 16:30,11/14/2007,0.08,0,0.96,0.48,0.32,0.16,0.08,0,0
11/15/2007 2:30,11/15/2007,17.84,16,8.337,8.337,8.337,7.147,4.951,2.353,16.818
11/18/2007 11:15,11/18/2007,0.02,0,0.24,0.12,0.08,0.04,0.02,0,0
11/18/2007 19:45,11/18/2007,2.98,5.25,4.055,4.055,4.055,3.139,2.448,0.344,1.081
11/22/2007 14:30,11/22/2007,0.13,0.5,0.441,0.297,0.285,0.267,0.13,0.009,0.002
11/22/2007 23:15,11/22/2007,0.06,3.25,0.298,0.154,0.106,0.058,0.034,0.003,0
11/23/2007 17:45,11/23/2007,0.17,4.25,0.32,0.2,0.16,0.097,0.067,0.012,0.001
11/26/2007 0:45,11/26/2007,4.27,23.5,4.806,4.806,4.806,3.397,2.143,0.466,1.584
12/1/2007 18:30,12/1/2007,0.22,6.5,0.245,0.195,0.195,0.185,0.12,0.016,0.003
12/2/2007 8:30,12/2/2007,18.45,16.25,9.699,9.699,9.699,8.327,7.348,2.547,21.212
12/3/2007 14:30,12/3/2007,0.82,14.5,0.195,0.195,0.195,0.158,0.145,0.067,0.011
12/5/2007 6:45,12/5/2007,8.72,14.75,2.963,2.963,2.963,2.629,1.714,0.862,2.267
12/7/2007 7:45,12/7/2007,1.39,6.75,1.321,1.321,1.321,0.896,0.703,0.128,0.115
12/8/2007 0:15,12/8/2007,6.25,7.5,2.72,2.72,2.72,2.464,1.936,0.646,1.593
12/8/2007 23:30,12/8/2007,0.49,11,0.308,0.308,0.308,0.253,0.197,0.04,0.01
12/9/2007 20:30,12/9/2007,7.61,9.75,5.617,5.617,5.617,5.372,3.322,0.957,5.142
12/10/2007 16:15,12/10/2007,0.66,6.5,0.537,0.537,0.537,0.436,0.285,0.056,0.024
12/13/2007 4:45,12/13/2007,2.17,12,1.881,1.881,1.881,1.545,0.922,0.201,0.311
12/15/2007 21:00,12/15/2007,30.04,15,10.274,10.274,10.274,10.06,8.764,4.546,45.734
12/17/2007 12:45,12/17/2007,0.06,0.5,0.36,0.2,0.147,0.113,0.06,0.002,0
12/19/2007 13:00,12/19/2007,0.03,0.25,0.193,0.133,0.113,0.06,0.03,0.002,0
12/23/2007 14:30,12/23/2007,20.03,3.75,28.373,28.373,28.373,23.792,11.962,4.408,104.887
12/26/2007 8:15,12/26/2007,7.98,10.75,7.049,7.049,7.049,6.619,5.627,1.109,7.341
12/27/2007 4:15,12/27/2007,0.02,0,0.24,0.12,0.08,0.04,0.02,0,0
12/28/2007 18:15,12/28/2007,17.14,9.75,10.219,10.219,10.219,7.547,5.519,2.409,18.182
12/30/2007 13:15,12/30/2007,8.75,11.5,4.679,4.679,4.679,4.196,3.48,0.994,4.172
1/5/2008 18:15,1/5/2008,4.2,12.75,2.175,2.175,2.175,1.684,1.511,0.414,0.697
1/9/2008 6:00,1/9/2008,2.89,3.25,5.465,5.465,5.465,3.985,2.668,0.384,1.529
1/10/2008 14:00,1/10/2008,2.17,8,2.151,2.151,2.151,1.624,1,0.216,0.351
1/11/2008 11:00,1/11/2008,4.2,2,8.554,5.343,5.343,4.298,3.705,0.462,1.987
1/13/2008 17:15,1/13/2008,1.35,2.25,1.645,1.645,1.645,1.459,1.178,0.132,0.193
1/14/2008 8:00,1/14/2008,0.64,10.5,0.529,0.371,0.319,0.266,0.252,0.052,0.014
1/15/2008 12:15,1/15/2008,0.19,1.75,0.407,0.407,0.407,0.229,0.14,0.015,0.003
1/17/2008 9:45,1/17/2008,9.51,13,3.859,3.859,3.859,3.687,2.956,1.05,3.872
1/19/2008 21:15,1/19/2008,0.01,0,0.12,0.06,0.04,0.02,0.01,0,0
1/22/2008 12:15,1/22/2008,0.83,4.75,1.066,0.983,0.955,0.903,0.518,0.073,0.066
1/27/2008 0:45,1/27/2008,0.02,0,0.24,0.12,0.08,0.04,0.02,0,0
1/29/2008 8:30,1/29/2008,4.83,20,2.72,1.818,1.517,1.319,0.942,0.432,0.569
2/1/2008 4:00,2/1/2008,50.13,12.75,19.413,19.413,19.413,16.287,14.012,9.014,146.82
2/4/2008 6:15,2/4/2008,0.51,6.5,0.965,0.965,0.965,0.645,0.364,0.045,0.029
2/6/2008 11:45,2/6/2008,0.39,3.75,0.695,0.695,0.695,0.642,0.338,0.034,0.022
2/6/2008 22:45,2/6/2008,0.22,0.5,0.725,0.725,0.725,0.441,0.22,0.019,0.008
2/9/2008 8:00,2/9/2008,0.21,2.5,0.207,0.207,0.207,0.188,0.157,0.017,0.003
2/9/2008 19:30,2/9/2008,0.04,0.25,0.347,0.217,0.173,0.08,0.04,0.002,0
2/10/2008 6:45,2/10/2008,0.48,0.25,3.091,2.212,1.919,0.96,0.48,0.034,0.033
2/11/2008 23:00,2/11/2008,0.52,2.25,0.62,0.62,0.62,0.523,0.389,0.044,0.023
2/12/2008 10:45,2/12/2008,1.19,8.25,0.976,0.976,0.976,0.76,0.588,0.108,0.082
2/17/2008 19:45,2/17/2008,0.93,9.75,0.746,0.724,0.724,0.569,0.441,0.079,0.045
2/18/2008 14:00,2/18/2008,1.92,3.25,2.031,2.031,2.031,1.498,1.149,0.189,0.284
2/19/2008 10:30,2/19/2008,0.02,0,0.24,0.12,0.08,0.04,0.02,0,0
2/20/2008 11:15,2/20/2008,4.55,6.5,1.855,1.855,1.855,1.742,1.635,0.46,0.802
2/21/2008 22:45,2/21/2008,5.02,20.75,1.581,1.581,1.581,1.235,0.923,0.464,0.573
2/23/2008 8:15,2/23/2008,0.96,0.5,4.209,3.291,2.985,1.919,0.96,0.09,0.172
2/24/2008 23:30,2/24/2008,0.2,0.25,1.439,0.96,0.8,0.4,0.2,0.011,0.004
2/26/2008 3:45,2/26/2008,4.13,13.75,1.507,1.507,1.507,1.197,1.063,0.395,0.473
2/29/2008 20:00,2/29/2008,0.88,9.5,0.601,0.601,0.601,0.394,0.372,0.074,0.029
3/4/2008 0:00,3/4/2008,0.02,0.25,0.144,0.09,0.072,0.04,0.02,0.001,0
3/4/2008 17:00,3/4/2008,18.55,14.25,10.364,10.364,10.364,9.69,5.671,2.769,26.828
3/6/2008 20:15,3/6/2008,0.46,7.25,0.16,0.158,0.158,0.137,0.124,0.037,0.005
3/7/2008 12:30,3/7/2008,12.44,8.75,5.654,5.654,5.654,5.189,4.536,1.58,8.197
3/8/2008 4:00,3/8/2008,3.37,13.75,2.567,2.567,2.567,1.771,1.029,0.334,0.592
3/10/2008 20:15,3/10/2008,2.14,4,1.763,1.763,1.763,1.39,1.108,0.198,0.276
3/11/2008 20:30,3/11/2008,0.16,2.75,0.64,0.4,0.32,0.169,0.093,0.01,0.002
3/13/2008 19:45,3/13/2008,0.35,8.5,0.64,0.4,0.32,0.32,0.17,0.025,0.008
3/14/2008 18:15,3/14/2008,0.37,8,0.353,0.293,0.273,0.197,0.14,0.03,0.006
3/15/2008 20:15,3/15/2008,5.65,12.75,2.862,2.862,2.862,2.789,1.723,0.592,1.651
3/17/2008 23:30,3/17/2008,0.18,4.75,0.28,0.16,0.128,0.087,0.074,0.013,0.001
3/18/2008 15:15,3/18/2008,1.89,13,0.69,0.69,0.69,0.685,0.565,0.165,0.113
3/19/2008 11:45,3/19/2008,21.23,13.75,10.986,7.62,6.763,4.646,4.372,2.733,12.698
3/21/2008 21:00,3/21/2008,0.64,8,0.207,0.207,0.207,0.193,0.168,0.053,0.01
3/22/2008 12:15,3/22/2008,0.1,4,0.267,0.147,0.12,0.08,0.044,0.007,0.001
3/23/2008 20:45,3/23/2008,0.2,6.25,0.32,0.2,0.16,0.084,0.046,0.014,0.001
3/24/2008 14:15,3/24/2008,0.1,1.75,0.413,0.233,0.173,0.107,0.085,0.006,0.001
3/25/2008 19:30,3/25/2008,0.76,2.25,0.832,0.72,0.72,0.573,0.407,0.061,0.035
3/27/2008 5:15,3/27/2008,0.34,8.5,0.203,0.203,0.203,0.196,0.159,0.028,0.006
3/27/2008 21:15,3/27/2008,0.05,2.75,0.034,0.025,0.025,0.022,0.02,0.004,0
3/30/2008 22:45,3/30/2008,0.46,0.75,1.572,1.333,1.254,0.876,0.46,0.04,0.035
3/31/2008 13:00,3/31/2008,0.98,11,1.96,1,0.68,0.36,0.2,0.068,0.025
4/1/2008 6:00,4/1/2008,0.7,4.5,1.523,1.045,0.885,0.655,0.393,0.056,0.037
4/1/2008 19:45,4/1/2008,0.34,1.75,0.624,0.426,0.36,0.303,0.248,0.026,0.008
4/3/2008 14:45,4/3/2008,17.43,11.25,7.218,7.218,7.218,5.596,4.134,2.097,11.733
4/4/2008 8:45,4/4/2008,0.11,0,1.32,0.66,0.44,0.22,0.11,0,0
4/4/2008 15:00,4/4/2008,1.14,1,2.719,2.275,2.127,1.484,1.138,0.108,0.16
4/4/2008 22:15,4/4/2008,1.34,2,1.777,1.297,1.237,1.237,1.095,0.121,0.15
4/5/2008 20:15,4/5/2008,5.64,15.5,2.729,2.729,2.729,2.355,1.914,0.567,1.335
4/7/2008 3:00,4/7/2008,0.08,0.25,0.64,0.4,0.32,0.16,0.08,0.003,0.001
4/8/2008 20:00,4/8/2008,0.17,3.5,0.3,0.18,0.14,0.1,0.068,0.012,0.001
4/9/2008 18:00,4/9/2008,2.01,9,0.453,0.453,0.453,0.453,0.45,0.173,0.078
4/10/2008 19:45,4/10/2008,2.3,9.25,0.527,0.527,0.527,0.487,0.458,0.196,0.096
4/11/2008 19:45,4/11/2008,4.72,6.5,6.342,6.342,6.342,6.078,4.206,0.677,4.116
4/12/2008 9:00,4/12/2008,0.09,0.25,0.936,0.51,0.368,0.18,0.09,0.002,0
4/12/2008 18:30,4/12/2008,0.33,0.25,1.533,1.362,1.305,0.66,0.33,0.03,0.02
4/13/2008 18:30,4/13/2008,0.97,5.25,0.633,0.633,0.633,0.511,0.392,0.082,0.042
4/16/2008 20:15,4/16/2008,0.31,5.75,0.16,0.14,0.14,0.123,0.103,0.025,0.003
4/17/2008 23:30,4/17/2008,0.06,1.75,0.16,0.1,0.08,0.047,0.033,0.004,0
4/18/2008 20:45,4/18/2008,1.27,7.5,0.347,0.347,0.347,0.327,0.295,0.107,0.035
4/19/2008 20:15,4/19/2008,1.25,6.75,0.828,0.828,0.828,0.446,0.264,0.106,0.047
4/20/2008 15:45,4/20/2008,11.65,2.75,12.051,12.051,12.051,11.527,7.261,2.085,24.032
4/21/2008 4:30,4/21/2008,13.84,3,10.128,10.128,10.128,8.531,6.795,2.322,19.807
4/21/2008 13:30,4/21/2008,0.77,5.25,2.596,2.055,1.875,0.99,0.498,0.066,0.065
4/22/2008 22:15,4/22/2008,0.16,0.75,0.64,0.4,0.32,0.24,0.16,0.01,0.002
4/24/2008 20:15,4/24/2008,1.28,7.75,0.32,0.32,0.32,0.297,0.263,0.107,0.032
4/25/2008 20:30,4/25/2008,1.72,7.25,0.593,0.593,0.593,0.56,0.493,0.148,0.083
4/26/2008 20:15,4/26/2008,11.77,7.5,7.111,7.111,7.111,6.066,5.371,1.517,9.205
4/27/2008 23:15,4/27/2008,29.7,17,14.613,14.613,14.613,11.941,9.007,4.603,54.96
4/29/2008 1:45,4/29/2008,0.68,0.5,2.65,2.352,2.252,1.366,0.68,0.069,0.094
4/30/2008 20:45,4/30/2008,1.01,16.25,0.48,0.32,0.32,0.303,0.292,0.083,0.025
5/1/2008 19:45,5/1/2008,0.83,6,0.46,0.46,0.46,0.453,0.422,0.071,0.032
5/2/2008 20:00,5/2/2008,1.46,7.25,0.44,0.44,0.44,0.417,0.413,0.126,0.052
5/3/2008 19:15,5/3/2008,0.4,6.5,0.26,0.26,0.26,0.21,0.157,0.033,0.007
5/4/2008 23:30,5/4/2008,0.2,3.5,0.28,0.16,0.12,0.12,0.075,0.015,0.002
5/5/2008 20:30,5/5/2008,0.24,1.5,0.306,0.24,0.24,0.22,0.188,0.019,0.004
5/6/2008 20:45,5/6/2008,0.44,2.75,0.325,0.3,0.3,0.287,0.242,0.035,0.01
